Comment,Sentiment
problem solved go to home depot there is an umbrella that cost dollar5 99 i have had mine for 6 years high winds hail down pours never let me down ,LABEL_2
i think i need it im going to turn into merry poppins,LABEL_1
i have never owned an umbrella i remember playing with one as a kid pushing the button and thinking it was a sword ,LABEL_0
i wonder who was singing spoonful of sugar,LABEL_1
the gucci of umbrellas ,LABEL_1
but i think my arm just broke,LABEL_0
will you go to heaven when you die have you lied stolen used god is name in vain or lusted which jesus said was adultery mt 5 28 if so god sees you a liar thief blasphemer and adulterer at heart if you die in your sins you will end up in a terrible placed called hell but there is good news though we broke god is law jesus paid the fine by dying on the cross god so loved the world that he gave his only begotten son that whoever believes in him should not perish but have everlasting life jn 3 16 then jesus rose from the dead and was seen by others it is not a fairytale he fulfilled all the prophecy of the promised savior please repent today and trust jesus and god will forgive you and grant you gift of eternal life eph 2 8 9 then to show your gratitude read the bible daily and obey it  ,LABEL_1
just get a vented umbrella from j crew for dollar60 i have been using it in strong winds for 7 years and it is still in one piece ,LABEL_1
gun control now ,LABEL_1
i would like this made out of kevlar and in 410 gauge please  ,LABEL_2
yes gotta do the real wind test vs that fake wind test for sure,LABEL_1
i bought an umbrella for dollar25 once in a rite aid 6 years ago it been pulled inside out multiple times and i still have it,LABEL_1
bro if joe biden was holding that umbrella he would have snapped in half or floated away lol,LABEL_1
 wind machine friggin fan boat engine lmao,LABEL_0
just like everything they have to set the price extremely too high,LABEL_0
imagine seeing that reporter while you driving,LABEL_1
 wind machine lol do they call a lighter a fire machine  ,LABEL_1
thanks for solving this huge mystery for the 1percent of americans who have the dumb money to buy a dollar350 umbrella lol,LABEL_1
slow news day i guess ,LABEL_0
indestructible means it can not be broken most indestructible is not correct as anything indestructible is at the same state the one it is intended created to be in as any other object in said state ,LABEL_1
marry poppins needs that umbrella ,LABEL_1
why did i watch this,LABEL_0
i want one of these umbrellas hahah,LABEL_2
with that amount of money i can buy 35 umbrellas and have 35 years worth of umbrellas,LABEL_1
who the hell buys umbrella for 350dollar ,LABEL_0
this is a solution in search of a problem,LABEL_1
it is all fun and games until she finds herself in the land of oz,LABEL_1
if anyone wants a religon baptism or baptist is a religon basically a branch of christianity and god can be present in your life if you believe in him and that his son jesus christ died on the cross and rose again on the third day the ultimate sacrifice so that we can go to heaven,LABEL_1
wind machine,LABEL_1
she is more likely trying to not ends up paying the damage lmao,LABEL_1
i think getting a 20 dollar or 50 dollar one is ight,LABEL_2
the worst umbrella i had snapped in half i thought it looked nice for it having a jet black design but it had a thin rod and even the slightest bit pressure could bend it prolly a wal mart brand but what would i know i am from southern california and i currently live in east tennessee,LABEL_0
oh your goodness it still turned inside out crappy consumerism ,LABEL_0
but it sure destroys your wallet ,LABEL_0
who cares about this 350dollar umbrella 10dollar max i would pay,LABEL_1
 amalgam implies its a mercury compound ,LABEL_1
but why would you need an umbrella in the wind is not it for the rain  ,LABEL_0
the umbrella is a paid actor and the news channel is a shopping network ,LABEL_1
try a fibrella it is cheaper and works the same way lels,LABEL_2
these sweets are also made ,LABEL_1
 1 07 for sure they did not snap it in half on purpose ,LABEL_1
lmfaoo who tf even uses umbrellas anyway ,LABEL_0
baton umbrella,LABEL_1
now this is emmy worthy news reporting ,LABEL_2
and thats why i live in jeddah kids ,LABEL_1
my guy really used an airboat engine lol,LABEL_1
mary poppins finally ,LABEL_2
good product but still you gonna get wet,LABEL_1
last thing you want is to be carried off like mary poppins,LABEL_0
i want that umbrella,LABEL_2
even normal umbrellas can be indestructible u just gotta imagine it can even shoot bullets or used for sword fighting if u just imagine ,LABEL_1
now this is real hard hitting journalism,LABEL_1
350dollar what do people with low incom look like i rather get a regular umbrella that will not empty my pockets thanks i rather get wet,LABEL_0
nope because i live in arizona lol,LABEL_1
does that wind machine have a twin turbo engine ,LABEL_1
for those who lives on the coast this would be worth the purchase,LABEL_2
the best commercial ive seen in years ,LABEL_2
for dollar350 i better fly like mary poppin ,LABEL_1
no umbrella or win expert ,LABEL_1
her face is epic when it first turns on  ,LABEL_2
indestructible but you will get wet,LABEL_1
we like fortnite we like fortnite ,LABEL_2
it is better for my pocker if i just buy a 5dollar umbrella anytime mine gets destroyed anyway amazing umbrella ,LABEL_2
this sounds like an endorsement to me,LABEL_1
i was about to laugh at the absurdity of 350 bucks umbrella then i saw trump yeah theres always market for expensive umbrella just like theres a marker for 1m handwatch ,LABEL_0
the mary poppins umbrella,LABEL_1
fortnite umbrella,LABEL_1
i have noticed that inverted umbrellas never flip,LABEL_1
i have not flipped an umbrella since i was a kid put the umbrella as close to your head as possible tilt down and walk against the wind works every time ,LABEL_1
women almost turned into mary poppins,LABEL_1
can not beat asians,LABEL_0
wtf why did they put trump on blast like that with the umbrella jeez wat about joe biden whom was slippin going up the stairs slip after slip ,LABEL_0
spread the gospel before it is too late and if your not intreated in god or religion and in spreading the gospel you do not have too ,LABEL_1
image seeing somebody infrount of a wind machine in your neighborhood xd,LABEL_1
and we have liftoff ,LABEL_1
just use a raincoat lol,LABEL_1
random umbrella commercial disguised as news how much do you think the network got paid for that ,LABEL_1
what dollar350 for a umbrella  ,LABEL_1
ir i cannot parachute out a plane and live another day i am not paying 350 for an umbrella,LABEL_0
lol so no it does not work ,LABEL_0
how about stay inside your car,LABEL_1
mary poppins has joined the chat,LABEL_1
wtf no way 350 ,LABEL_0
the editor is required to write a minimum number of words thus wind machine ,LABEL_1
yo get on the phone to london mary poppins needs to know about this ,LABEL_1
it is all fun and games until one of them accidentally turn into mary poppins,LABEL_1
fr that is that mary popping type ish,LABEL_1
just wear a rain jacket,LABEL_1
its too big i want something thats fits in my backpack pocket,LABEL_2
does it keep people from stealing it otherwise there is no way in hell that is worth dollar350 i have had more umbrellas walk off than break  ,LABEL_0
use it as a parachute ,LABEL_1
can you use it as a parachute ,LABEL_1
i rather walk in the stormy day with a nintendo switch than with that dollar350 umbrella,LABEL_1
starting to wonder if making them cheap was intentional to keep you from lift off lol,LABEL_1
i would buy the umbrella to be honest if i can only afford it ,LABEL_1
this is the umbrella mary poppins used,LABEL_1
you just need a stronger handle ,LABEL_1
instead using lift you can fly ,LABEL_2
looks like a kite to me lolol,LABEL_1
 wind machine maam ,LABEL_1
m sure i will become marry poppins if i were to use this umbrella ,LABEL_1
a wind machine or a big fan haha,LABEL_1
they did not even test it with very large nuclear bomb now i will never be sure if it is durable enough ,LABEL_0
i bought umbrella from good umbrella brand that did the same thing for approx 25gbp 350dollar  so many marketing gimmicks around nowadays,LABEL_1
the way they exaggerate the force makes it look like the umbrella wind is going to make them start flying away ,LABEL_0
i have a wind machine in my bedroom and i never use an umbrella i just run to my car an run inside were ever im going,LABEL_1
whoever gonna spend 350 on an umbrella please give it to me instead i could use it,LABEL_1
imagine spending 350 dollars on a umbrella,LABEL_0
this is something john wick would rock,LABEL_2
who tf uses an umbrella on a windy day and when its raining everyone knows you need to gun for the nearest drt area ,LABEL_0
wow this is the most amazing expensive useless invention i have ever seen,LABEL_2
you got to be stupid to waste dollar350 for an umbrella  ,LABEL_0
i want the mary poppins umbrella,LABEL_2
omg theres a storm outside better take my industrectible umbrella with me ,LABEL_1
okay now tis company should make one that has prop so you can fly too,LABEL_1
that fan does not seem to be producing intense gusts of wind tho ,LABEL_0
but can it take bullets ,LABEL_1
she became mary poppins in a sec,LABEL_1
aircraft grade aluminium so can i jump off a building and will it hover me,LABEL_1
indestructible or not dollar350 is too much for me to pay for an umbrella ,LABEL_0
people with raincoats  ,LABEL_1
i wish i had one of those in my area it rains a lottt,LABEL_1
that news is soft ,LABEL_0
i am sold take my dollar350 ,LABEL_0
i mean lets be real that is one hell of a nice looking umbrella for dollar350 take my money ,LABEL_2
mary poppins umbrella ,LABEL_1
this is rihnna is umbrella ella ella eh eh rihanna is umbrella ella eh eh ,LABEL_1
